,YEAR,COMPANY,VOLUME,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PRICE,BAN,MARKET CAP,ValueARG,VolumeARG
754,2021/1/0/0,POM,2796763360000.0,74648459903.0,2486903865931.0,2698789963769.0,27556575317.0,0.0,3634184903445.0,2585670406721.0,7066819717539.0,17.95,14.0,5020190231200.0,11481111111.0,620522.22
755,2021/1/0/0,POW,23418716000000.0,566345102169.0,6785177211885.0,7661011132024.0,7982652679429.0,778631386741.0,10189823892886.0,1897149235458.0,19440321838897.0,12.3,10.75,28805020680000.0,140848444444.0,11276800.0
756,2021/1/0/0,PPC,3262350000000.0,138452836425.0,1048790997420.0,1078684692808.0,92489991919.0,1595000000000.0,1233338237199.0,581340448514.0,478022423108.0,27.65,25.84,9020397750000.0,11904555556.0,432677.78
757,2021/1/0/0,PSH,1261967800000.0,44498567660.0,1548829615754.0,1747071194895.0,141368944717.0,1000000000.0,737455288413.0,5599994909651.0,6119363640921.0,25.0,18.75,3154919500000.0,10947000000.0,498600.0
758,2021/1/0/0,PTB,485994410000.0,102504957548.0,1081895730162.0,1403404376082.0,179550636005.0,144175634275.0,926755867464.0,1568684765319.0,2694056383245.0,81.5,99.9,3960854441500.0,11326111111.0,138933.33
759,2021/1/0/0,PTL,1000000000000.0,-3160911683.0,9834597521.0,10686605417.0,21377952315.0,153526430029.0,539599349905.0,148935490098.0,409622626912.0,5.5,8.87,550000000000.0,207000000.0,35411.11
760,2021/1/0/0,PVD,4215457890000.0,-109945764739.0,577668686537.0,549851124633.0,838477623940.0,1435977470400.0,1747636738430.0,931129485000.0,2702939449760.0,20.1,18.35,8473070358900.0,106266444444.0,5325166.67
761,2021/1/0/0,PVT,3236512460000.0,173793183569.0,1459109170260.0,1716779969614.0,1619840647280.0,1475678042367.0,1291039116141.0,142305232444.0,2298337125511.0,16.8,19.1,5437340932800.0,42449333333.0,2557066.67
762,2021/1/0/0,PXI,300000000000.0,-137680473.0,2144820759.0,2016901556.0,46405251772.0,0.0,196913038955.0,142010345948.0,187974432920.0,3.8,2.95,114000000000.0,193111111.0,49944.44
763,2021/1/0/0,PXS,600000000000.0,1530177195.0,250579937110.0,261733227609.0,67888146551.0,0.0,209434814066.0,332761234422.0,887099614721.0,6.61,5.69,396600000000.0,2638000000.0,391811.11
764,2021/1/0/0,QBS,693299280000.0,2087394868.0,262017709134.0,267860646670.0,25250800414.0,10300000000.0,652079438789.0,1010537385.0,496259132323.0,3.35,2.8,232255258800.0,3804444444.0,1108433.33
765,2021/1/0/0,QCG,2751293100000.0,19351290466.0,273238434069.0,346714097507.0,25282848339.0,0.0,464615635791.0,7122336763105.0,5426619151070.0,8.18,6.3,2250557755800.0,4828444444.0,600711.11
766,2021/1/0/0,RAL,120750000000.0,109987724746.0,1076685889895.0,1532206949333.0,1041963124244.0,0.0,2468870199773.0,727683169088.0,3328042736452.0,225.0,170.5,2716875000000.0,5594777778.0,24266.67
767,2021/1/0/0,RDP,410699210000.0,13252432726.0,486600893669.0,551262813662.0,24603705523.0,0.0,557166380190.0,628486730035.0,1152571606251.0,10.25,10.5,420966690250.0,227555556.0,23322.22
768,2021/1/0/0,REE,3100588410000.0,471790340937.0,746519129683.0,1182852395334.0,1177800418926.0,865891279760.0,2937677687284.0,833780267864.0,3127228400175.0,55.1,54.0,17084242139100.0,27047222222.0,520144.44
769,2021/1/0/0,RIC,703687540000.0,-26661108000.0,38240518650.0,27305508675.0,17224682750.0,0.0,11024486660.0,23564267210.0,114033848500.0,19.85,17.5,1396819766900.0,1746333333.0,87644.44
770,2021/1/0/0,ROS,5675981210000.0,18144137418.0,414954893057.0,422534655414.0,16726499851.0,0.0,3950658995334.0,2769090344449.0,4953565342890.0,6.57,5.03,3729119654970.0,250845555556.0,36091566.67
771,2021/1/0/0,S4A,422000000000.0,16055823035.0,24281465592.0,49858309697.0,18695528193.0,2000000000.0,40025079058.0,1163720817.0,92526324174.0,27.4,27.25,1156280000000.0,120333333.0,4477.78
772,2021/1/0/0,SAB,6412811860000.0,986344017051.0,4149521698338.0,5861293006155.0,2780498994394.0,13570529000000.0,595353569509.0,2046533551293.0,4846369155607.0,156.0,155.1,100039865016000.0,29672777778.0,178100.0
773,2021/1/0/0,SAM,3499971900000.0,9497112030.0,412367273801.0,443372028387.0,412867452282.0,138894170060.0,1461232247226.0,403367720205.0,1378421935590.0,10.2,9.55,3569971338000.0,1865777778.0,175788.89
774,2021/1/0/0,SAV,145998550000.0,10305671589.0,248145416422.0,280445381496.0,84321696242.0,34169045672.0,125221860071.0,85582258290.0,225869902564.0,29.6,24.6,432155708000.0,1995000000.0,59933.33
775,2021/1/0/0,SBT,5867405520000.0,192341056619.0,2679656632211.0,3181347730763.0,600805350496.0,1584594487721.0,5906192176924.0,4104666629728.0,9286427272213.0,19.85,18.9,11646799957200.0,56852000000.0,2794811.11
776,2021/1/0/0,SBV,273664760000.0,4101224004.0,63100805853.0,99743332171.0,19818509444.0,375000.0,258575424918.0,150285000983.0,307474635438.0,15.0,13.8,410497140000.0,2806444444.0,178033.33
777,2021/1/0/0,SCR,3663563030000.0,36957784485.0,37615138029.0,50330785669.0,74810745553.0,91347079452.0,4776399102818.0,3352171561502.0,4719689039164.0,8.29,10.4,3037093751870.0,37063777778.0,4390733.33
778,2021/1/0/0,SCS,579357000000.0,137302453455.0,40648646219.0,196100268061.0,78908312347.0,390000000000.0,166426702409.0,0.0,81872176738.0,126.9,140.9,7352040330000.0,2076888889.0,16333.33
779,2021/1/0/0,KSB,669684780000.0,51054150634.0,130471553362.0,247540220406.0,71354630023.0,0.0,1841155158297.0,42353811896.0,1338779610265.0,28.6,27.83,1915298470800.0,33904444444.0,1214933.33
780,2021/1/0/0,SGN,335816910000.0,32923183793.0,119433922472.0,176341884626.0,240550040591.0,70000000000.0,304712972776.0,4958974073.0,127008635624.0,69.2,68.5,2323853017200.0,499444444.0,7122.22
781,2021/1/0/0,SGR,600000000000.0,-10129229207.0,2918606787.0,6227904683.0,54825157031.0,53000000.0,788753881216.0,745546622647.0,981213670544.0,27.5,20.65,1650000000000.0,1528777778.0,52044.44
782,2021/1/0/0,SGT,740019140000.0,11805997672.0,51883371962.0,80939805769.0,311352015810.0,1210626197.0,949608357150.0,603292864750.0,1337276541158.0,14.8,18.05,1095228327200.0,1355333333.0,86300.0
783,2021/1/0/0,SHA,318539760000.0,4468438107.0,165910929867.0,194383401024.0,107204418012.0,0.0,284602453921.0,271927253384.0,478782756479.0,6.3,5.96,200680048800.0,880444444.0,132155.56
784,2021/1/0/0,SHI,914259270000.0,40541277587.0,1285731173791.0,1498322489342.0,141205028218.0,241322216533.0,1902060846444.0,981606715622.0,2811329314577.0,25.45,21.51,2326789842150.0,33627777778.0,1532811.11
785,2021/1/0/0,SHP,937102000000.0,-4210053114.0,57261775057.0,69060637295.0,94250438357.0,0.0,36554273580.0,4231670201.0,326741065021.0,22.7,21.5,2127221540000.0,226444444.0,10055.56
786,2021/1/0/0,SJD,689986200000.0,14178133965.0,25974787570.0,50278330921.0,13087938110.0,0.0,650468412831.0,4700218554.0,151210652791.0,17.2,17.2,1186776264000.0,1280666667.0,73588.89
787,2021/1/0/0,SJF,792000000000.0,-2481309433.0,11372317301.0,14734928102.0,19763663527.0,0.0,280489022822.0,44934792485.0,287827225364.0,3.65,3.59,289080000000.0,9801444444.0,2486000.0
788,2021/1/0/0,SJS,1148555400000.0,28005818726.0,103499131290.0,159182596594.0,164293904481.0,20993220060.0,387689563406.0,3857901396320.0,4398535769583.0,46.3,63.3,5317811502000.0,8442222222.0,175366.67
789,2021/1/0/0,SKG,633317350000.0,6756994292.0,61017091106.0,78865933013.0,19213063961.0,162792982956.0,108492781566.0,29071169533.0,14692243584.0,11.9,11.7,753647646500.0,3538888889.0,280633.33
790,2021/1/0/0,SMB,298466480000.0,28457359167.0,206669283490.0,272611419468.0,24914539697.0,40000000000.0,34211004810.0,188541708030.0,243091925108.0,42.2,41.0,1259528545600.0,834888889.0,19622.22
791,2021/1/0/0,SMC,609946910000.0,215620832070.0,4637968601087.0,5069887133578.0,376617229619.0,651180016298.0,2318943349968.0,2854764654917.0,6079146646268.0,32.55,47.2,1985377192050.0,24306555556.0,758955.56
792,2021/1/0/0,SPM,140000000000.0,2175161975.0,161611082288.0,180259082648.0,813043870.0,0.0,822149826380.0,38075023246.0,279851132950.0,13.4,13.1,187600000000.0,134111111.0,10088.89
793,2021/1/0/0,SRC,280657650000.0,10134087798.0,208764829699.0,256618995882.0,60672638430.0,0.0,820851875457.0,205906822308.0,715869937735.0,19.75,17.3,554298858750.0,241333333.0,11944.44
794,2021/1/0/0,SRF,324953970000.0,5984545099.0,112848988322.0,126076468716.0,39749433912.0,171150000000.0,817174975264.0,328238143858.0,1268431413638.0,13.55,12.7,440312629350.0,203333333.0,15533.33
795,2021/1/0/0,STG,982533570000.0,61800847455.0,466304979278.0,587805039058.0,159562296795.0,75344687207.0,583353088970.0,76451500300.0,499662086251.0,16.8,18.9,1650656397600.0,354222222.0,21011.11
796,2021/1/0/0,STK,707269440000.0,70116714453.0,454993817898.0,567006300085.0,126521949647.0,26000000000.0,108415349413.0,458128712879.0,634066966793.0,32.7,46.0,2312771068800.0,1927000000.0,58000.0
797,2021/1/0/0,SVC,333205320000.0,88715902913.0,3266486727246.0,3536627629850.0,281571412327.0,61061523639.0,571387594056.0,1001800303581.0,2004906792528.0,79.7,71.8,2655646400400.0,127888889.0,1766.67
798,2021/1/0/0,SVD,129000000000.0,2620330318.0,59163401236.0,66721026134.0,2255342070.0,0.0,63694477749.0,80123963795.0,116015630491.0,8.75,7.85,112875000000.0,1541555556.0,170377.78
799,2021/1/0/0,SZC,1000000000000.0,79547950212.0,70931326162.0,178245517885.0,209545225876.0,130000000000.0,81378247475.0,2666484281.0,1027427986055.0,35.0,40.6,3500000000000.0,22297111111.0,640722.22
800,2021/1/0/0,SZL,200000000000.0,20700557765.0,60104938286.0,92967292699.0,193678391159.0,75300000000.0,258090964449.0,80696276106.0,121316282407.0,49.7,51.4,994000000000.0,363111111.0,7288.89
801,2021/1/0/0,TAC,338796480000.0,77641544406.0,1364971139851.0,1582991284255.0,38867800786.0,425000000000.0,311508088420.0,862055776690.0,1257511329655.0,60.2,56.9,2039554809600.0,5249444444.0,90622.22
802,2021/1/0/0,TBC,635000000000.0,74663630123.0,47898837282.0,155575209939.0,39168373147.0,74394000000.0,158051052910.0,4604325810.0,188716886923.0,26.3,27.5,1670050000000.0,368777778.0,14122.22
803,2021/1/0/0,TCD,822945900000.0,69212566140.0,722357747178.0,816372144041.0,258120002232.0,96403713024.0,3289740161553.0,651250414913.0,4207194291532.0,13.6,15.51,1119206424000.0,660777778.0,48988.89
804,2021/1/0/0,TCL,301584360000.0,21925925676.0,228582750882.0,274428269687.0,48145085853.0,149000000000.0,232729853682.0,4228163755.0,255960961616.0,29.9,40.8,901737236400.0,2323222222.0,77733.33
805,2021/1/0/0,TCM,620683490000.0,62268844174.0,791222956311.0,945701163711.0,236267922735.0,288127097758.0,330543029084.0,996908500006.0,1321831245787.0,106.9,76.7,6635106508100.0,21953666667.0,196288.89
806,2021/1/0/0,TCT,127880000000.0,13781799738.0,17317827580.0,30275475331.0,32570070092.0,21740530411.0,242276362928.0,2461289113.0,28909055574.0,26.8,26.2,342718400000.0,849777778.0,30133.33
807,2021/1/0/0,TDC,1000000000000.0,9804390414.0,130812895582.0,204012006758.0,76209673774.0,0.0,337346644428.0,2309347535117.0,3398284253675.0,17.9,18.85,1790000000000.0,13065444444.0,735933.33
808,2021/1/0/0,TDG,167700000000.0,112400630.0,175949888638.0,187505977450.0,2473779846.0,31744796800.0,87673071378.0,34414820592.0,169610311581.0,4.1,3.97,68757000000.0,2327444444.0,561366.67
809,2021/1/0/0,TDH,1126527670000.0,28003257261.0,223497031945.0,319691511466.0,113356378992.0,24463942600.0,1360387584844.0,799318106468.0,2205162263481.0,6.65,6.59,749140900550.0,7197777778.0,1036044.44
810,2021/1/0/0,TDM,1000000003750.0,118666204251.0,48805938122.0,92773184415.0,17108537344.0,0.0,210837353972.0,7468551350.0,388708272783.0,27.35,30.8,2735000010256.25,7639444444.0,278866.67
811,2021/1/0/0,TDP,537598370000.0,30177137873.0,389955658857.0,467035720773.0,25715525326.0,57970400000.0,438198107099.0,972412572308.0,1244155354945.0,28.6,31.02,1537531338200.0,2926333333.0,106366.67
812,2021/1/0/0,TEG,323836420000.0,2921287104.0,58493946509.0,64525935349.0,8270571938.0,0.0,133552853916.0,75870099400.0,121195594112.0,14.3,15.0,463086080600.0,1613666667.0,112866.67
813,2021/1/0/0,TGG,272999900000.0,-343937776.0,27967452.0,33975000.0,300199614.0,0.0,58676246453.0,15294230438.0,11844727466.0,4.33,11.9,118208956700.0,5248555556.0,1253288.89
814,2021/1/0/0,THG,145195600000.0,35749113170.0,285042560067.0,369439731988.0,107435461753.0,41694378036.0,245222536250.0,370263874070.0,674449429388.0,78.5,75.58,1139785460000.0,1476666667.0,18855.56
815,2021/1/0/0,TIP,260031430000.0,39978019220.0,28524089496.0,96792916870.0,53404643882.0,37107757808.0,134047328174.0,141176002317.0,139858631557.0,41.3,37.05,1073929805900.0,5342333333.0,122033.33
816,2021/1/0/0,TLD,399563720000.0,1364802120.0,44418084326.0,48263066978.0,16959364634.0,6303056372.0,157759725855.0,119343417215.0,144640703673.0,6.68,5.48,266908564960.0,4479333333.0,658811.11
817,2021/1/0/0,TLG,777944530000.0,84969368799.0,394617179584.0,679887701683.0,495936897127.0,303000000000.0,423847777961.0,518391466902.0,482315928415.0,35.8,39.6,2785041417400.0,3221555556.0,89355.56
818,2021/1/0/0,TLH,1021106210000.0,120065916954.0,805915409339.0,978948020513.0,143958707686.0,245254835907.0,579924681127.0,2072250868972.0,2048148909181.0,16.35,15.15,1669508653350.0,34544222222.0,2231588.89
819,2021/1/0/0,TMP,700000000000.0,68940036816.0,54567684968.0,150948840646.0,40854052394.0,586000000000.0,205792030072.0,2886535971.0,121521644949.0,42.3,44.9,2961000000000.0,496555556.0,11677.78
820,2021/1/0/0,TMS,708221610000.0,101204696140.0,972064905859.0,1084628487183.0,645987435611.0,245598345104.0,724209118121.0,10233553548.0,1372451195185.0,48.3,59.0,3420710376300.0,1613888889.0,32688.89
821,2021/1/0/0,TMT,372876800000.0,8032331206.0,465091338565.0,514344871461.0,53157896022.0,3000000000.0,236405462528.0,965106678291.0,1153275325007.0,9.01,9.35,335961996800.0,521000000.0,49477.78
822,2021/1/0/0,TN1,214059840000.0,20815023350.0,114746308968.0,163985850549.0,121394739829.0,909933249500.0,483860798580.0,23494176727.0,1185710470859.0,58.0,57.78,1241547072000.0,310777778.0,5322.22
823,2021/1/0/0,TNA,397308840000.0,4077905307.0,1049935049898.0,1107133573592.0,80129190071.0,0.0,887587004840.0,1050320268933.0,1677394067650.0,12.6,11.6,500609138400.0,7577333333.0,553855.56
824,2021/1/0/0,TNH,415000000000.0,15241249432.0,43580392852.0,75535024185.0,13182194274.0,0.0,152684358654.0,11521011898.0,107572198722.0,26.3,29.5,1091450000000.0,3164000000.0,117055.56
825,2021/1/0/0,TNI,525000000000.0,-4980856872.0,167029862577.0,168837835233.0,3194017641.0,6300000000.0,512880071587.0,315984657903.0,376050733934.0,4.26,3.3,223650000000.0,10622111111.0,2427511.11
826,2021/1/0/0,TRA,414536730000.0,55292615852.0,206678323479.0,471718015012.0,277379508631.0,13820000000.0,188303699016.0,369559528993.0,311098726448.0,68.0,80.9,2818849764000.0,517555556.0,7455.56
827,2021/1/0/0,TSC,1476480840000.0,847992428.0,128313327096.0,145589597015.0,9798387615.0,793671174173.0,86684139298.0,50910378877.0,142872469719.0,11.5,10.2,1697952966000.0,36994888889.0,3821977.78
828,2021/1/0/0,TTA,1350000000000.0,31015306031.0,64448745381.0,156938670589.0,17916436374.0,0.0,91028640390.0,0.0,354635326025.0,14.6,13.75,1971000000000.0,11258222222.0,761744.44
829,2021/1/0/0,TTB,515095830000.0,495202641.0,165400537222.0,169042129641.0,23854021575.0,105640915952.0,440673507420.0,76881920756.0,758749170463.0,6.3,5.11,324510372900.0,5583333333.0,841855.56
830,2021/1/0/0,TTF,284904000000.0,-39279103825.0,276363541985.0,312338380849.0,114655066873.0,7746580608.0,357611295864.0,804573639253.0,2918731518920.0,7.08,7.16,201712032000.0,51626000000.0,7066333.33
831,2021/1/0/0,TV2,360149520000.0,28515790210.0,293847856681.0,345856824147.0,309482430012.0,689700000000.0,1212723252118.0,228925557355.0,1664504391939.0,51.2,54.75,1843965542400.0,7230222222.0,134477.78
832,2021/1/0/0,TVT,210000000000.0,29700234684.0,327749470332.0,386166381821.0,135881391882.0,307000000000.0,226361162885.0,292232501275.0,866117303314.0,27.0,25.0,567000000000.0,100888889.0,3811.11
833,2021/1/0/0,TYA,306899450637.0,13701780863.0,387300012179.0,418067464025.0,91905185265.0,90000000000.0,326458971616.0,174691039398.0,418069085344.0,16.4,17.2,503315099044.68,1482888889.0,89988.89
834,2021/1/0/0,UDC,350000000000.0,-3748562127.0,52944062596.0,56700140913.0,5216461030.0,1755760000.0,202961329794.0,298621218302.0,456339662741.0,6.39,5.85,223650000000.0,246555556.0,36688.89
835,2021/1/0/0,UIC,80000000000.0,26419558102.0,629241173706.0,651053774458.0,25900549751.0,0.0,137220487687.0,91528630896.0,100838825392.0,54.0,46.5,432000000000.0,530222222.0,10055.56
836,2021/1/0/0,VCG,4417106730000.0,345349351165.0,797910652844.0,951935234070.0,894698731217.0,1693117830119.0,9749929950867.0,2474377517853.0,10210243570771.0,47.0,43.1,20760401631000.0,12748666667.0,266733.33
837,2021/1/0/0,VDP,160829040000.0,12729799843.0,138873567487.0,187844544797.0,84119992164.0,66216000000.0,281770163853.0,299886338140.0,458121519085.0,36.65,37.3,589438431600.0,141555556.0,3888.89
838,2021/1/0/0,VFG,320888640000.0,32246012099.0,396167578235.0,504827835700.0,428421479267.0,0.0,387720346122.0,537734018995.0,702205430160.0,58.1,54.0,1864362998400.0,382661556.0,6524.67
839,2021/1/0/0,VGC,4483500000000.0,279568045437.0,1681319541899.0,2358390275908.0,1386841415673.0,91620526437.0,1183831103183.0,3585085606853.0,6790446738422.0,34.35,31.7,15400822500000.0,18729666667.0,527622.22
840,2021/1/0/0,VHC,1833769560000.0,131564316288.0,1515566048783.0,1788172064253.0,143561786870.0,1016289137838.0,1310934224183.0,1742352848447.0,1769943149082.0,36.65,40.6,6720765437400.0,20421555556.0,561966.67
841,2021/1/0/0,VHM,33495139000000.0,5477762000000.0,6774097000000.0,12986441000000.0,7746445000000.0,1795510000000.0,34311891000000.0,41595779000000.0,93266933000000.0,98.7,108.1,330597021930000.0,717506555556.0,6896644.44
842,2021/1/0/0,VIC,34447691000000.0,867698000000.0,20008967000000.0,23294421000000.0,23042288000000.0,5969254000000.0,59565070000000.0,62787770000000.0,162523560000000.0,132.5,107.5,456431905750000.0,328537888889.0,2411055.56
843,2021/1/0/0,VID,308800700000.0,12427550079.0,221800814569.0,250472852872.0,62433635213.0,65798807671.0,241120506844.0,109449115411.0,465399221522.0,11.45,10.35,353576801500.0,121555556.0,9566.67
844,2021/1/0/0,VIP,684709410000.0,-8620713545.0,174694039888.0,185048686032.0,122991825196.0,180000000000.0,113835512330.0,80726456348.0,168305335293.0,8.59,7.42,588165383190.0,3462222222.0,397933.33
845,2021/1/0/0,VIS,738303930000.0,13036120607.0,1092416720236.0,1125338266417.0,329344079599.0,470000000000.0,774182006537.0,1016391279221.0,2459331642479.0,19.2,17.2,1417543545600.0,1435222222.0,67588.89
846,2021/1/0/0,VNE,904329530000.0,971906178.0,113175669241.0,132238469726.0,43474966966.0,26556684469.0,803214028986.0,171381698086.0,1025852110605.0,6.79,7.59,614039750870.0,1263666667.0,179544.44
847,2021/1/0/0,VNG,972766080000.0,-9480507722.0,50019783579.0,70024875142.0,17445388188.0,293515.0,528305933576.0,7763323874.0,428270828645.0,12.75,12.25,1240276752000.0,2939777778.0,221355.56
848,2021/1/0/0,VNM,20899554450000.0,2596933728301.0,7435389686438.0,13190270122852.0,1197956795582.0,19542794237097.0,5320350430335.0,6465943104329.0,16532816332955.0,89.6,87.6,187260007872000.0,438421000000.0,4593022.22
849,2021/1/0/0,VOS,1400000000000.0,-19490388008.0,250958757435.0,254645486277.0,92722087638.0,117958000000.0,544526444643.0,75562772540.0,962588612517.0,4.15,8.31,581000000000.0,5175111111.0,1345988.89
850,2021/1/0/0,VPD,1065896290000.0,18313884773.0,57787626524.0,106027744552.0,67703793802.0,0.0,93436534391.0,1120141657.0,243337208974.0,14.5,14.0,1545549620500.0,139777778.0,9666.67
